,User,Rating,Movie
146,819822,2.0,3
147,561184,3.0,3
148,1627955,2.0,3
149,2043149,4.0,3
150,1854660,1.0,3
151,305344,2.0,3
152,1403217,2.0,3
153,2276790,5.0,3
154,639533,4.0,3
155,53694,4.0,3
156,2147527,1.0,3
157,74441,4.0,3
158,1621023,5.0,3
159,2105602,5.0,3
160,306569,3.0,3
161,2074458,2.0,3
162,2575399,4.0,3
163,1869907,5.0,3
164,137602,3.0,3
165,1565082,4.0,3
166,606144,1.0,3
167,1202962,2.0,3
168,1580032,4.0,3
169,1075444,3.0,3
170,511899,4.0,3
171,763240,3.0,3
172,2255880,4.0,3
173,2056022,2.0,3
174,603543,4.0,3
175,326356,3.0,3
176,2607433,4.0,3
177,307427,2.0,3
178,1550359,2.0,3
179,2117432,4.0,3
180,15420,2.0,3
181,1830265,3.0,3
182,2450534,5.0,3
183,1875549,4.0,3
184,230265,5.0,3
185,1037705,4.0,3
186,2220732,1.0,3
187,2118461,4.0,3
188,1275089,4.0,3
189,2241897,3.0,3
190,1337699,4.0,3
191,872408,4.0,3
192,2254751,4.0,3
193,387418,2.0,3
194,2017438,4.0,3
195,2222089,2.0,3
196,381346,3.0,3
197,2588755,4.0,3
198,803605,4.0,3
199,1309057,4.0,3
200,1391510,1.0,3
201,1876574,5.0,3
202,1760487,4.0,3
203,1932594,1.0,3
204,794999,5.0,3
205,756162,4.0,3
206,32902,4.0,3
207,1663888,5.0,3
208,1966687,3.0,3
209,1257336,1.0,3
210,1461435,1.0,3
211,27061,5.0,3
212,575714,3.0,3
213,1037245,3.0,3
214,133129,4.0,3
215,333843,1.0,3
216,1639792,1.0,3
217,101554,2.0,3
218,57633,4.0,3
219,371701,2.0,3
220,513933,3.0,3
221,2143500,3.0,3
222,2316252,4.0,3
223,78404,5.0,3
224,1460343,3.0,3
225,1361614,5.0,3
226,2621962,4.0,3
227,2396324,3.0,3
228,2023200,3.0,3
229,1707198,4.0,3
230,1852040,2.0,3
231,1112365,1.0,3
232,316155,4.0,3
233,2000256,3.0,3
234,200177,4.0,3
235,1162805,4.0,3
236,1857639,4.0,3
237,2274199,4.0,3
238,1360936,4.0,3
239,1533807,2.0,3
240,539743,2.0,3
241,2374451,4.0,3
242,1213178,4.0,3
243,1300759,4.0,3
244,2572942,4.0,3
245,1607300,5.0,3
246,1961675,4.0,3
247,1744889,1.0,8
248,1488844,4.0,8
249,306466,4.0,8
250,1174811,5.0,8
251,1684516,3.0,8
252,567025,4.0,8
253,327122,4.0,8
254,1041552,3.0,8
255,2459251,4.0,8
256,2161899,3.0,8
257,46036,2.0,8
258,603277,1.0,8
259,2551764,3.0,8
260,1951144,2.0,8
261,2162424,4.0,8
262,1620735,2.0,8
263,1863499,5.0,8
264,361407,3.0,8
265,2004175,3.0,8
266,2439795,2.0,8
267,2628763,3.0,8
268,360830,2.0,8
269,922922,3.0,8
270,322178,1.0,8
271,319119,3.0,8
272,1333,3.0,8
273,793754,1.0,8
274,675390,1.0,8
275,2125035,3.0,8
276,2577867,1.0,8
277,2541025,1.0,8
278,1478381,3.0,8
279,2543231,3.0,8
280,221091,1.0,8
281,1684328,5.0,8
282,2397231,4.0,8
283,2268573,1.0,8
284,2475820,3.0,8
285,513501,3.0,8
286,1645535,3.0,8
287,107840,2.0,8
288,1599243,3.0,8
289,933168,2.0,8
290,1890622,2.0,8
291,1990523,3.0,8
292,2596383,3.0,8
293,264856,5.0,8
294,2487958,5.0,8
295,1673185,2.0,8
296,2387904,3.0,8
297,2465894,3.0,8
298,1227322,5.0,8
299,1903175,3.0,8
300,1400056,4.0,8
301,1594764,2.0,8
302,371300,1.0,8
303,1135038,2.0,8
304,2522946,5.0,8
305,1602952,1.0,8
306,2407154,3.0,8
307,1203779,1.0,8
308,43751,4.0,8
309,2056324,4.0,8
310,1179117,4.0,8
311,1466320,3.0,8
312,1747154,5.0,8
313,1365840,4.0,8
314,525356,4.0,8
315,649969,5.0,8
316,1002367,3.0,8
317,1733406,3.0,8
318,1424487,3.0,8
319,1118103,4.0,8
320,401047,2.0,8
321,2145575,4.0,8
322,2364018,3.0,8
323,1784150,3.0,8
324,1716910,5.0,8
325,1509395,1.0,8
326,1176800,4.0,8
327,923889,1.0,8
328,1931026,4.0,8
329,1630967,4.0,8
330,505375,5.0,8
331,2219553,4.0,8
332,595054,4.0,8
333,469021,4.0,8
334,1001129,3.0,8
335,503235,4.0,8
336,753836,2.0,8
337,2604976,5.0,8
338,2425195,4.0,8
339,2647197,1.0,8
340,1220431,4.0,8
341,116761,5.0,8
342,1447639,4.0,8
343,293284,4.0,8
344,732363,3.0,8
345,2640550,3.0,8
346,691878,3.0,8
347,2250843,5.0,8
348,2556305,1.0,8
349,349572,4.0,8
350,395747,3.0,8
351,317504,2.0,8
352,394194,3.0,8
353,727242,1.0,8
354,883478,5.0,8
355,33430,1.0,8
356,1030857,1.0,8
357,40563,3.0,8
358,443193,3.0,8
359,1662714,2.0,8
360,2330565,5.0,8
361,1635708,4.0,8
362,706264,4.0,8
363,277916,1.0,8
364,2130859,2.0,8
365,2170930,1.0,8
366,1944765,5.0,8
367,35036,3.0,8
368,1251664,2.0,8
369,259497,5.0,8
370,1494162,3.0,8
371,1098431,3.0,8
372,1314869,2.0,8
373,266172,5.0,8
374,206954,4.0,8
375,1583129,5.0,8
376,1703879,3.0,8
377,1232164,4.0,8
378,555509,3.0,8
379,905074,2.0,8
380,1191566,2.0,8
381,1605580,2.0,8
382,1346081,1.0,8
383,2237185,3.0,8
384,1713284,3.0,8
385,2089742,4.0,8
386,974823,3.0,8
387,359063,5.0,8
388,1606561,5.0,8
389,2315135,1.0,8
390,2320264,4.0,8
391,1606342,3.0,8
392,2379200,4.0,8
393,859826,5.0,8
394,1789382,3.0,8
395,563186,5.0,8
396,2439493,1.0,8
397,1096917,5.0,8
398,530789,5.0,8
399,8121,1.0,8
400,1367949,3.0,8
401,2400569,1.0,8
402,1669517,2.0,8
403,476743,1.0,8
404,2140883,2.0,8
405,1952860,5.0,8
406,1132514,3.0,8
407,1832023,3.0,8
408,270523,3.0,8
409,1233831,4.0,8
410,2415589,2.0,8
411,1910320,1.0,8
412,1806991,4.0,8
413,1116080,5.0,8
414,1901876,3.0,8
415,1007577,2.0,8
416,1207170,2.0,8
417,2546942,4.0,8
418,831494,2.0,8
419,922459,1.0,8
420,2455340,2.0,8
421,2286536,3.0,8
422,1200256,4.0,8
423,518309,3.0,8
424,537912,4.0,8
425,1486636,5.0,8
426,123384,4.0,8
427,2128440,3.0,8
428,1534723,5.0,8
429,2091461,5.0,8
430,2169359,4.0,8
431,345704,2.0,8
432,1819758,5.0,8
433,2383871,1.0,8
434,326804,4.0,8
435,1473980,2.0,8
436,548695,2.0,8
437,1771252,2.0,8
438,592445,5.0,8
439,165288,2.0,8
440,644453,2.0,8
441,2455107,3.0,8
442,2358855,3.0,8
443,1898310,2.0,8
444,75384,3.0,8
445,1880925,3.0,8
446,515441,3.0,8
447,1449358,4.0,8
448,2468305,4.0,8
449,781610,2.0,8
450,1744594,5.0,8
451,1201695,3.0,8
452,111033,3.0,8
453,1558352,1.0,8
454,2365581,3.0,8
455,1951741,2.0,8
456,291503,3.0,8
457,341814,1.0,8
458,221926,4.0,8
459,1881328,4.0,8
460,1287939,3.0,8
461,1358685,4.0,8
462,653906,1.0,8
463,818752,2.0,8
464,2633545,3.0,8
465,2198070,2.0,8
466,1431160,3.0,8
467,1380915,5.0,8
468,965104,4.0,8
469,2304924,2.0,8
470,339547,1.0,8
471,1592339,3.0,8
472,155620,3.0,8
473,1060057,3.0,8
474,1586613,4.0,8
475,1212887,5.0,8
476,745235,4.0,8
477,145941,3.0,8
478,1793530,4.0,8
479,1688256,5.0,8
480,1114349,5.0,8
481,384710,3.0,8
482,277837,1.0,8
483,73989,4.0,8
484,596255,1.0,8
485,2627800,3.0,8
486,1828803,4.0,8
487,1936110,4.0,8
488,1068610,4.0,8
489,1250231,3.0,8
490,1120721,2.0,8
491,1757328,1.0,8
492,2160527,1.0,8
493,595778,3.0,8
494,62361,4.0,8
495,1406633,4.0,8
496,1105029,2.0,8
497,2451907,3.0,8
498,1794722,2.0,8
499,1868998,3.0,8
500,364749,1.0,8
501,931316,2.0,8
502,1520710,1.0,8
503,278882,4.0,8
504,1215094,4.0,8
505,1614939,3.0,8
506,701962,4.0,8
507,2590515,3.0,8
508,2417151,2.0,8
509,236160,3.0,8
510,2195606,4.0,8
511,359681,4.0,8
512,306564,1.0,8
513,203738,4.0,8
514,151821,2.0,8
515,1932113,3.0,8
516,408200,4.0,8
517,1184537,1.0,8
518,2315073,1.0,8
519,1774181,3.0,8
520,1704248,1.0,8
521,2523912,2.0,8
522,1279012,1.0,8
523,383451,4.0,8
524,1479892,2.0,8
525,199435,1.0,8
526,2316337,4.0,8
527,1123175,2.0,8
528,2274452,4.0,8
529,2147714,3.0,8
530,1341214,4.0,8
531,708226,3.0,8
532,2252432,1.0,8
533,1258738,3.0,8
534,1229545,3.0,8
535,1829594,2.0,8
536,2537543,1.0,8
537,2637755,1.0,8
538,662832,3.0,8
539,2112089,3.0,8
540,2202365,4.0,8
541,2518947,1.0,8
542,1008517,2.0,8
543,1273979,3.0,8
544,1830000,5.0,8
545,909432,1.0,8
546,983042,3.0,8
547,763193,1.0,8
548,322009,3.0,8
549,1207104,3.0,8
550,1714672,1.0,8
551,613651,4.0,8
552,303270,1.0,8
553,1927110,2.0,8
554,1397843,1.0,8
555,1818059,2.0,8
556,2585513,4.0,8
557,1521774,4.0,8
558,2041319,5.0,8
559,2632868,1.0,8
560,2539243,3.0,8
561,311875,2.0,8
562,377937,5.0,8
563,460419,1.0,8
564,2203225,1.0,8
565,438674,3.0,8
566,297453,2.0,8
567,516736,3.0,8
568,2442646,4.0,8
569,1664010,4.0,8
570,1096430,4.0,8
571,1577811,3.0,8
572,2327743,2.0,8
573,2276333,4.0,8
574,1409104,3.0,8
575,2374782,4.0,8
576,451011,2.0,8
577,1642678,2.0,8
578,507094,5.0,8
579,1800701,5.0,8
580,1588471,5.0,8
581,406841,3.0,8
582,572481,1.0,8
583,910244,4.0,8
584,1010516,5.0,8
585,499257,1.0,8
586,1207990,2.0,8
587,152955,3.0,8
588,406365,1.0,8
589,753107,1.0,8
590,1579906,5.0,8
591,1872933,3.0,8
592,862596,1.0,8
593,455024,2.0,8
594,2297136,4.0,8
595,1456270,3.0,8
596,552356,3.0,8
597,1802392,4.0,8
598,1347916,3.0,8
599,2327122,3.0,8
600,2490049,2.0,8
601,1423668,1.0,8
602,873713,3.0,8
603,78885,1.0,8
604,1459727,4.0,8
605,330424,3.0,8
606,2061245,1.0,8
607,541135,5.0,8
608,2264286,1.0,8
609,1232740,2.0,8
610,2262890,1.0,8
611,918157,1.0,8
612,589847,3.0,8
613,779811,3.0,8
614,1885932,5.0,8
615,675111,1.0,8
616,122197,4.0,8
617,2536547,3.0,8
618,1871161,1.0,8
619,1301819,5.0,8
620,122019,3.0,8
621,1772215,1.0,8
622,1414159,5.0,8
623,1194467,4.0,8
624,318409,3.0,8
625,86246,5.0,8
626,2596310,1.0,8
627,750677,4.0,8
628,1935793,1.0,8
629,1890844,1.0,8
630,2194719,4.0,8
631,1512836,3.0,8
632,427967,4.0,8
633,2316963,3.0,8
634,1245143,5.0,8
635,922551,5.0,8
636,1567322,1.0,8
637,1655778,1.0,8
638,166041,1.0,8
639,952063,1.0,8
640,1090296,3.0,8
641,242425,1.0,8
642,1389725,4.0,8
643,722591,5.0,8
644,679042,2.0,8
645,2073799,2.0,8
646,1344086,3.0,8
647,3321,1.0,8
648,448155,4.0,8
649,825819,4.0,8
650,2225743,3.0,8
651,2356911,5.0,8
652,1630194,3.0,8
653,1424177,1.0,8
654,1490538,5.0,8
655,2269029,3.0,8
656,666611,3.0,8
657,2209351,5.0,8
658,2534061,3.0,8
659,2433610,1.0,8
660,1894544,5.0,8
661,700049,5.0,8
662,1811259,3.0,8
663,1317671,3.0,8
664,1041130,3.0,8
665,826270,4.0,8
666,1652623,2.0,8
667,342510,2.0,8
668,2283770,4.0,8
669,835271,4.0,8
670,2360158,1.0,8
671,2554035,2.0,8
672,705645,1.0,8
673,386947,2.0,8
674,1374197,5.0,8
675,2543978,3.0,8
676,574834,4.0,8
677,1209557,5.0,8
678,106870,4.0,8
679,2365141,3.0,8
680,2606799,1.0,8
681,1559083,2.0,8
682,1984315,1.0,8
683,2151488,4.0,8
684,1273651,5.0,8
685,2299661,2.0,8
686,1482921,3.0,8
687,1954061,3.0,8
688,2022945,2.0,8
689,1214181,3.0,8
690,1840584,3.0,8
691,2176304,3.0,8
692,2127108,3.0,8
693,1198828,3.0,8
694,1595644,3.0,8
695,716173,3.0,8
696,759737,2.0,8
697,1407227,2.0,8
698,1299887,3.0,8
699,1349711,3.0,8
700,138106,3.0,8
701,1772954,2.0,8
702,803330,4.0,8
703,2204299,5.0,8
704,1071141,1.0,8
705,682963,3.0,8
706,2531111,1.0,8
707,504620,1.0,8
708,934993,1.0,8
709,1582952,5.0,8
710,876370,2.0,8
711,1753194,3.0,8
712,1371451,5.0,8
713,2418086,5.0,8
714,894205,3.0,8
715,1397082,4.0,8
716,934835,1.0,8
717,729150,5.0,8
718,308307,1.0,8
719,2466682,5.0,8
720,1097099,3.0,8
721,5652,3.0,8
722,1494683,4.0,8
723,890573,3.0,8
724,1587792,2.0,8
725,2090369,3.0,8
726,1497891,4.0,8
727,2232041,4.0,8
728,254789,3.0,8
729,663880,1.0,8
730,827526,3.0,8
731,1457728,4.0,8
732,1278961,2.0,8
733,305344,1.0,8
734,357056,4.0,8
735,80548,4.0,8
736,2360906,2.0,8
737,1502648,3.0,8
738,844028,3.0,8
739,2056875,4.0,8
740,1830031,5.0,8
741,196113,4.0,8
742,1403217,5.0,8
743,1419750,3.0,8
744,1383426,2.0,8
745,973870,3.0,8
746,1593551,3.0,8
747,949240,2.0,8
748,2278766,1.0,8
749,1886585,3.0,8
750,458177,4.0,8
751,1763740,3.0,8
752,256278,1.0,8
753,1649068,4.0,8
754,401315,4.0,8
755,1861500,2.0,8
756,2059696,2.0,8
757,1400154,4.0,8
758,774602,4.0,8
759,1391647,3.0,8
760,1430656,5.0,8
761,332471,3.0,8
762,2090715,2.0,8
763,2079894,5.0,8
764,2150746,2.0,8
765,780768,3.0,8
766,2629660,3.0,8
767,258046,5.0,8
768,1415024,3.0,8
769,2420298,4.0,8
770,494440,4.0,8
771,1382872,4.0,8
772,5980,3.0,8
773,1291667,5.0,8
774,1444287,5.0,8
775,1087451,3.0,8
776,49142,4.0,8
777,2417320,3.0,8
778,459145,3.0,8
779,2239213,2.0,8
780,2029744,2.0,8
781,1510943,3.0,8
782,1858243,2.0,8
783,1562707,5.0,8
784,858298,3.0,8
785,2015780,1.0,8
786,1239467,3.0,8
787,2260008,3.0,8
788,608501,3.0,8
789,1283171,3.0,8
790,660871,5.0,8
791,2315130,5.0,8
792,467885,4.0,8
793,276869,3.0,8
794,1704311,2.0,8
795,297100,3.0,8
796,823101,5.0,8
797,1934002,3.0,8
798,825002,4.0,8
799,133993,4.0,8
800,1089692,4.0,8
801,1783225,5.0,8
802,2350141,3.0,8
803,938764,5.0,8
804,671338,3.0,8
805,577616,4.0,8
806,128040,1.0,8
807,1075444,2.0,8
808,2218735,3.0,8
809,1469447,3.0,8
810,2485642,3.0,8
811,826696,3.0,8
812,2068936,3.0,8
813,188190,3.0,8
814,1654854,4.0,8
815,1920565,2.0,8
816,885386,3.0,8
817,1060623,2.0,8
818,1152249,4.0,8
819,397001,1.0,8
820,2029766,2.0,8
821,2056022,3.0,8
822,79380,1.0,8
823,794765,3.0,8
824,121182,2.0,8
825,1124753,1.0,8
826,2163939,5.0,8
827,2487901,2.0,8
828,473748,3.0,8
829,1280761,1.0,8
830,2607433,5.0,8
831,307427,3.0,8
832,1312412,5.0,8
833,956271,4.0,8
834,1550359,4.0,8
835,1483852,5.0,8
836,791692,5.0,8
837,1536728,4.0,8
838,982331,3.0,8
839,1320587,1.0,8
840,1439882,1.0,8
841,758383,2.0,8
842,15420,3.0,8
843,1044050,2.0,8
844,320226,1.0,8
845,2420384,2.0,8
846,268719,3.0,8
847,1625122,1.0,8
848,1115451,4.0,8
849,150038,4.0,8
850,1875549,2.0,8
851,1354717,5.0,8
852,1830265,2.0,8
853,1119442,2.0,8
854,2276659,2.0,8
855,22718,5.0,8
856,2284783,4.0,8
857,1516350,3.0,8
858,2097548,2.0,8
859,2192840,2.0,8
860,224252,4.0,8
861,2061394,2.0,8
862,1169361,4.0,8
863,1539389,2.0,8
864,2512427,2.0,8
865,41422,4.0,8
866,2118461,3.0,8
867,522180,2.0,8
868,2386868,2.0,8
869,1490775,4.0,8
870,2632990,2.0,8
871,1116110,3.0,8
872,1878548,5.0,8
873,1923886,1.0,8
874,1383836,4.0,8
875,387418,1.0,8
876,1823920,1.0,8
877,423167,4.0,8
878,415253,5.0,8
879,1988633,1.0,8
880,2140471,4.0,8
881,2289469,4.0,8
882,1802059,1.0,8
883,1114324,4.0,8
884,1043135,2.0,8
885,1002688,2.0,8
886,1010609,3.0,8
887,752867,4.0,8
888,1029163,2.0,8
889,429260,1.0,8
890,2048294,3.0,8
891,335348,5.0,8
892,2082270,1.0,8
893,280112,1.0,8
894,334185,2.0,8
895,2402139,4.0,8
896,917571,3.0,8
897,2115299,1.0,8
898,1089664,1.0,8
899,893014,5.0,8
900,1150705,5.0,8
901,366565,3.0,8
902,794999,5.0,8
903,1073300,1.0,8
904,776187,2.0,8
905,1645904,3.0,8
906,2490507,5.0,8
907,444566,3.0,8
908,1663694,1.0,8
909,620714,3.0,8
910,1663888,3.0,8
911,2629195,2.0,8
912,1913241,3.0,8
913,2555055,5.0,8
914,1001928,4.0,8
915,531010,4.0,8
916,1461435,1.0,8
917,1351373,4.0,8
918,1488400,4.0,8
919,521315,1.0,8
920,2124351,4.0,8
921,575714,3.0,8
922,924352,2.0,8
923,1707646,4.0,8
924,560599,3.0,8
925,1877958,2.0,8
926,1048069,3.0,8
927,675407,1.0,8
928,1995910,3.0,8
929,2047577,2.0,8
930,1099833,2.0,8
931,1399249,3.0,8
932,2406705,1.0,8
933,2548453,5.0,8
934,2394623,1.0,8
935,1084999,5.0,8
936,2207806,5.0,8
937,2492108,3.0,8
938,1281882,3.0,8
939,2055388,2.0,8
940,1823065,2.0,8
941,790348,2.0,8
942,872591,3.0,8
943,371701,2.0,8
944,256676,3.0,8
945,781021,4.0,8
946,2385226,4.0,8
947,513933,3.0,8
948,269850,1.0,8
949,2433978,2.0,8
950,423361,2.0,8
951,1344791,3.0,8
952,1167767,4.0,8
953,811530,2.0,8
954,1033930,3.0,8
955,2460347,1.0,8
956,903666,3.0,8
957,1420709,5.0,8
958,1351898,3.0,8
959,1460343,4.0,8
960,2299436,5.0,8
961,2621962,3.0,8
962,219481,2.0,8
963,400076,1.0,8
964,683254,5.0,8
965,1687095,4.0,8
966,2049734,4.0,8
967,1852040,2.0,8
968,1112365,1.0,8
969,512278,4.0,8
970,863285,3.0,8
971,1939221,3.0,8
972,316155,1.0,8
973,2246923,2.0,8
974,775020,4.0,8
975,486152,3.0,8
976,1472772,4.0,8
977,391521,3.0,8
978,2320697,2.0,8
979,760924,3.0,8
980,330526,3.0,8
981,443447,1.0,8
982,2297654,2.0,8
983,1360936,3.0,8
984,1065402,2.0,8
985,1533807,2.0,8
986,237263,1.0,8
987,654591,3.0,8
988,2513690,3.0,8
989,2207031,3.0,8
990,2220847,5.0,8
991,356103,3.0,8
992,1933317,2.0,8
993,807890,3.0,8
994,539743,2.0,8
995,119790,2.0,8
996,1217751,5.0,8
997,1274035,1.0,8
998,1118220,4.0,8
999,309424,3.0,8
1000,320177,4.0,8
1001,1533313,3.0,8
1002,2534701,3.0,8
1003,2237988,3.0,8
1004,1213178,4.0,8
1005,2492695,5.0,8
1006,2073629,3.0,8
1007,442222,3.0,8
1008,823628,4.0,8
1009,1434507,5.0,8
1010,1276913,5.0,16
1011,1174530,3.0,16
1012,1179646,1.0,16
1013,1907667,3.0,16
1014,2241806,3.0,16
1015,1645486,3.0,16
1016,838130,3.0,16
1017,327122,2.0,16
1018,767816,3.0,16
1019,1755092,3.0,16
1020,603277,3.0,16
1021,2535052,3.0,16
1022,76196,1.0,16
1023,1230594,3.0,16
1024,827380,2.0,16
1025,264160,3.0,16
1026,908205,2.0,16
1027,2503887,5.0,16
1028,1606064,4.0,16
1029,1650301,2.0,16
1030,361407,3.0,16
1031,839182,2.0,16
1032,1213587,4.0,16
1033,2551641,3.0,16
1034,2504147,5.0,16
1035,353820,3.0,16
1036,1310250,3.0,16
1037,936290,5.0,16
1038,2012897,2.0,16
1039,1977959,4.0,16
1040,918897,4.0,16
1041,2360767,2.0,16
1042,638998,3.0,16
1043,322178,1.0,16
1044,1059927,4.0,16
1045,870391,2.0,16
1046,1486253,4.0,16
1047,262411,3.0,16
1048,1488926,3.0,16
1049,513501,3.0,16
1050,303948,4.0,16
1051,2244849,3.0,16
1052,2030523,3.0,16
1053,1058639,4.0,16
1054,1107099,3.0,16
1055,1645535,4.0,16
1056,360412,4.0,16
1057,2048686,3.0,16
1058,1181550,5.0,16
1059,1903175,1.0,16
1060,1227322,1.0,16
1061,264856,4.0,16
1062,1272479,3.0,16
1063,2043109,3.0,16
1064,1594764,2.0,16
1065,1187949,3.0,16
1066,929308,4.0,16
1067,2366006,2.0,16
1068,2468881,2.0,16
1069,1203779,4.0,16
1070,476765,4.0,16
1071,525356,3.0,16
1072,1054626,2.0,16
1073,2041252,4.0,16
1074,314110,4.0,16
1075,1489566,4.0,16
1076,1822241,2.0,16
1077,2107198,3.0,16
1078,1784150,2.0,16
1079,114551,3.0,16
1080,2495584,5.0,16
1081,1045221,3.0,16
1082,1208146,4.0,16
1083,297901,2.0,16
1084,1503647,2.0,16
1085,923889,3.0,16
1086,680132,3.0,16
1087,2216056,3.0,16
1088,1262753,2.0,16
1089,2207643,3.0,16
1090,595054,2.0,16
1091,2085613,3.0,16
1092,1559022,2.0,16
1093,2520513,5.0,16
1094,1696308,3.0,16
1095,1365299,3.0,16
1096,158197,4.0,16
1097,901520,3.0,16
1098,1532336,2.0,16
1099,213704,4.0,16
1100,643058,3.0,16
1101,1820960,2.0,16
1102,1358962,3.0,16
1103,1001129,2.0,16
1104,2465236,1.0,16
1105,1859573,2.0,16
1106,2604976,2.0,16
1107,2387707,2.0,16
1108,1708281,4.0,16
1109,275687,3.0,16
1110,516192,3.0,16
1111,411396,4.0,16
1112,1447639,3.0,16
1113,716874,5.0,16
1114,1574264,3.0,16
1115,2026928,3.0,16
1116,1546549,3.0,16
1117,691878,4.0,16
1118,1634668,3.0,16
1119,2535229,3.0,16
1120,2251582,1.0,16
1121,2479320,2.0,16
1122,1473666,4.0,16
1123,487949,3.0,16
1124,21705,3.0,16
1125,33430,2.0,16
1126,994838,4.0,16
1127,52029,5.0,16
1128,883478,3.0,16
1129,1124163,3.0,16
1130,1539697,2.0,16
1131,474700,3.0,16
1132,1693122,2.0,16
1133,235789,4.0,16
1134,706264,2.0,16
1135,411705,3.0,16
1136,1277996,2.0,16
1137,2333763,3.0,16
1138,586694,3.0,16
1139,2130859,3.0,16
1140,2447861,3.0,16
1141,831103,5.0,16
1142,273019,2.0,16
1143,1993625,3.0,16
1144,169311,3.0,16
1145,125713,4.0,16
1146,35036,4.0,16
1147,1883721,2.0,16
1148,1314869,4.0,16
1149,1606739,3.0,16
1150,905074,4.0,16
1151,864172,4.0,16
1152,1813197,3.0,16
1153,2496492,3.0,16
1154,1427330,2.0,16
1155,766982,4.0,16
1156,1118819,3.0,16
1157,1232164,3.0,16
1158,396132,2.0,16
1159,547341,3.0,16
1160,735078,3.0,16
1161,2160085,2.0,16
1162,2237185,3.0,16
1163,504211,2.0,16
1164,1166912,2.0,16
1165,2089742,2.0,16
1166,1374884,3.0,16
1167,1727342,3.0,16
1168,1532433,3.0,16
1169,2484944,4.0,16
1170,2014204,3.0,16
1171,1139570,3.0,16
1172,1003143,2.0,16
1173,1953981,2.0,16
1174,687769,3.0,16
1175,382234,4.0,16
1176,1155747,3.0,16
1177,1912002,3.0,16
1178,1734270,2.0,16
1179,2439493,1.0,16
1180,1096917,4.0,16
1181,959020,2.0,16
1182,476743,3.0,16
1183,2583311,4.0,16
1184,1034714,2.0,16
